city,Date,Population Density,Household Density,Open Forest,Moderate Dense Forest,Very Dense Forest,AT_avg,CO_avg,NH3_avg,NO_avg,NO2_avg,NOx_avg,Ozone_avg,PM2.5_avg,PM10_avg,RH_avg,SO2_avg,SR_avg,Temp_avg,WS_avg,Confirmed,Recovered,Deceased
delhi,2020-12-28,11320,2234,8.92,3.8,0.453,14.034,1.178,43.364,22.68,45.594,45.996,31.463,97.744,259.942,48.44,13.725,86.131,15.291,1.143,623415,606644,10474
delhi,2020-12-29,11320,2234,8.92,3.8,0.453,12.461,1.342,50.728,23.898,48.644,49.144,28.817,128.869,278.137,61.121,11.994,83.358,13.865,1.178,624118,607494,10502
delhi,2020-12-30,11320,2234,8.92,3.8,0.453,11.438,1.442,54.459,19.696,42.381,41.707,24.263,154.035,242.222,74.445,9.869,78.693,12.605,1.203,624795,608434,10523
delhi,2020-12-31,11320,2234,8.92,3.8,0.453,11.387,2.097,58.444,47.122,56.573,73.563,20.617,226.45,333.857,77.534,10.898,67.553,12.614,0.884,625369,609322,10536
delhi,2021-01-01,11320,2234,8.92,3.8,0.453,11.351,3.347,70.882,111.826,73.098,138.168,22.042,389.46,533.364,76.985,15.447,64.528,11.971,0.804,625954,610039,10557
delhi,2021-01-02,11320,2234,8.92,3.8,0.453,14.371,2.194,67.136,37.779,67.565,72.566,18.401,308.675,435.601,67.072,16.441,47.368,15.44,0.925,626448,610535,10571
delhi,2021-01-03,11320,2234,8.92,3.8,0.453,14.937,1.384,61.735,26.365,45.575,49.049,13.743,151.397,209.64,79.342,13.125,35.307,16.03,1.174,626872,611243,10585
delhi,2021-01-04,11320,2234,8.92,3.8,0.453,17.238,1.373,54.621,31.686,46.092,53.672,17.726,85.089,128.029,82.087,12.939,69.832,17.824,1.022,627256,611970,10597
delhi,2021-01-05,11320,2234,8.92,3.8,0.453,17.377,1.274,51.037,25.185,38.169,44.08,15.342,67.859,104.116,81.095,12.999,54.69,17.18,1.08,627698,612527,10609
delhi,2021-01-06,11320,2234,8.92,3.8,0.453,17.347,1.433,54.034,43.207,37.665,58.291,18.587,124.453,186.632,83.798,12.677,55.455,17.317,1.078,628352,613246,10625
delhi,2021-01-07,11320,2234,8.92,3.8,0.453,16.39,1.147,45.946,22.832,28.352,36.262,20.509,108.015,172.851,80.453,10.029,64.882,16.36,1.312,628838,614026,10644
delhi,2021-01-08,11320,2234,8.92,3.8,0.453,14.414,1.245,43.383,28.496,35.707,44.776,16.288,138.456,232.54,81.767,13.016,53.119,15.355,1.029,629282,614849,10654
delhi,2021-01-09,11320,2234,8.92,3.8,0.453,15.866,1.162,50.035,21.731,34.838,38.775,18.433,134.024,217.493,77.97,14.195,72.667,16.8,1.439,629801,615452,10666
delhi,2021-01-10,11320,2234,8.92,3.8,0.453,12.789,1.006,51.312,14.819,28.546,29.291,26.825,114.825,181.526,74.365,9.244,100.825,13.68,1.684,630200,616054,10678
delhi,2021-01-11,11320,2234,8.92,3.8,0.453,12.773,1.11,50.676,17.174,33.398,34.208,28.729,117.829,188.279,75.674,9.358,101.179,13.757,1.637,630506,616461,10691
delhi,2021-01-12,11320,2234,8.92,3.8,0.453,12.02,1.591,52.057,41.943,40.607,59.911,23.064,167.643,252.025,79.367,10.427,88.387,13.131,1.176,630892,617006,10707
delhi,2021-01-13,11320,2234,8.92,3.8,0.453,11.851,1.953,53.515,66.156,48.863,86.911,24.218,225.627,345.057,77.685,12.215,88.144,13.131,0.99,631249,617540,10718
delhi,2021-01-14,11320,2234,8.92,3.8,0.453,11.758,2.997,64.607,92.682,68.942,120.869,24.285,368.946,525.594,80.303,15.563,81.83,13.242,0.977,631589,617930,10722
delhi,2021-01-15,11320,2234,8.92,3.8,0.453,13.632,3.245,69.793,99.884,68.942,126.902,24.952,409.614,551.967,79.2,16.639,75.62,15.024,0.911,631884,618357,10732
delhi,2021-01-16,11320,2234,8.92,3.8,0.453,12.546,1.974,56.785,41.949,53.046,67.312,19.848,231.186,337.849,80.932,10.87,78.681,13.678,1.106,632183,618754,10738
delhi,2021-01-17,11320,2234,8.92,3.8,0.453,12.053,1.374,51.844,13.093,40.179,34.225,21.821,211.598,299.375,81.266,11.388,84.261,11.943,1.585,632429,619139,10746
delhi,2021-01-18,11320,2234,8.92,3.8,0.453,13.166,1.945,55.546,57.216,47.954,73.774,22.666,223.696,340.455,76.444,15.339,67.456,15.644,1.172,632590,619501,10754
delhi,2021-01-19,11320,2234,8.92,3.8,0.453,24.736,2.125,59.019,81.812,47.149,100.821,17.203,241.641,353.71,81.158,11.953,84.884,15.354,1.344,632821,619723,10764
delhi,2021-01-20,11320,2234,8.92,3.8,0.453,15.668,1.227,45.663,15.075,37.943,33.365,23.004,131.267,204.529,77.131,9.764,92.322,14.68,1.592,633049,620128,10774
delhi,2021-01-21,11320,2234,8.92,3.8,0.453,14.791,1.718,50.202,42.562,53.303,67.847,30.604,150.291,250.672,68.911,12.128,101.675,15.907,1.476,633276,620374,10782
delhi,2021-01-22,11320,2234,8.92,3.8,0.453,12.777,2.101,55.813,78.273,51.356,97.63,18.48,243.265,365.095,80.449,12.31,86.048,14.245,1.654,633542,620693,10789
delhi,2021-01-23,11320,2234,8.92,3.8,0.453,14.251,1.358,45.809,15.543,41.742,36.917,25.429,162.921,252.885,75.145,11.243,100.569,13.567,1.668,633739,621060,10799
delhi,2021-01-24,11320,2234,8.92,3.8,0.453,13.636,1.562,49.623,35.555,38.936,52.86,15.81,213.457,339.612,83.353,10.708,48.138,13.297,0.996,633924,621375,10808
delhi,2021-01-25,11320,2234,8.92,3.8,0.453,13.144,1.602,41.417,40.7,39.01,56.364,29.198,164.718,275.443,76.884,10.912,84.044,13.947,1.001,634072,621565,10813
delhi,2021-01-26,11320,2234,8.92,3.8,0.453,13.508,1.573,41.311,37.87,43.299,56.625,31.268,174.056,293.314,73.236,11.97,96.185,14.307,0.861,634229,621783,10820
delhi,2021-01-27,11320,2234,8.92,3.8,0.453,14.503,1.682,40.9,44.479,51.303,66.838,30.206,171.241,316.19,66.479,14.248,103.696,15.467,1.03,634325,621995,10829
delhi,2021-01-28,11320,2234,8.92,3.8,0.453,13.226,2.293,49.591,81.112,63.768,106.75,26.402,254.288,418.279,74.113,16.967,89.029,14.54,0.776,634524,622114,10835
delhi,2021-01-29,11320,2234,8.92,3.8,0.453,13.976,1.83,44.539,53.689,56.501,78.554,27.008,207.489,351.547,68.425,14.275,98.18,14.626,1.104,634773,622381,10841
delhi,2021-01-30,11320,2234,8.92,3.8,0.453,14.198,1.447,38.716,35.157,53.88,60.553,31.347,153.238,271.553,61.323,15.012,103.185,15.07,1.092,634956,622671,10849
delhi,2021-01-31,11320,2234,8.92,3.8,0.453,14.873,2.043,43.223,85.946,59.555,107.332,28.975,177.099,323.596,62.069,15.557,106.321,15.794,0.717,635096,622882,10853
delhi,2021-02-01,11320,2234,8.92,3.8,0.453,16.357,2.463,51.165,93.742,69.861,120.448,29.546,227.822,395.131,63.685,17.567,95.906,17.561,0.786,635217,623096,10856
delhi,2021-02-02,11320,2234,8.92,3.8,0.453,17.036,2.27,56.773,85.923,73.039,114.676,27.999,222.819,391.834,65.322,20.398,94.107,18.31,0.793,635331,623256,10858
delhi,2021-02-03,11320,2234,8.92,3.8,0.453,18.273,1.571,56.95,26.349,53.344,50.794,27.652,165.15,285.821,64.786,15.999,87.139,17.886,1.357,635481,623409,10864
delhi,2021-02-04,11320,2234,8.92,3.8,0.453,16.78,1.221,54.607,18.477,44.429,40.728,22.912,132.145,213.939,71.873,13.347,74.433,17.67,1.452,635639,623574,10871
delhi,2021-02-05,11320,2234,8.92,3.8,0.453,15.801,1.209,49.607,32.58,44.53,51.912,23.397,69.334,136.101,70.798,13.005,109.821,16.572,1.026,635793,623714,10873
delhi,2021-02-06,11320,2234,8.92,3.8,0.453,15.922,1.1,47.451,22.127,41.695,41.502,24.577,96.8,171.32,68.035,13.905,108.985,16.958,1.351,635916,623865,10877
delhi,2021-02-07,11320,2234,8.92,3.8,0.453,16.102,1.4,48.492,31.148,45.187,50.741,27.7,132.509,226.092,68.606,13.936,106.595,17.043,1.182,636035,624044,10879
delhi,2021-02-08,11320,2234,8.92,3.8,0.453,16.834,1.866,54.9,62.543,52.583,83.632,26.896,175.017,342.767,70.124,12.103,107.44,17.927,0.881,636160,624182,10882
delhi,2021-02-09,11320,2234,8.92,3.8,0.453,17.264,2.111,61.117,77.628,61.136,99.185,25.156,182.355,323.844,68.84,17.571,98.237,18.622,0.81,636260,624326,10882
delhi,2021-02-10,11320,2234,8.92,3.8,0.453,19.192,2.056,61.356,77.656,62.137,103.559,29.945,171.962,327.399,63.713,17.472,103.671,20.474,0.907,636387,624457,10884
delhi,2021-02-11,11320,2234,8.92,3.8,0.453,17.999,1.748,60.663,48.307,58.128,76.296,26.305,176.061,309.847,68.036,16.874,93.075,19.597,0.859,636529,624592,10886
delhi,2021-02-12,11320,2234,8.92,3.8,0.453,18.172,1.967,65.049,58.256,56.031,83.435,25.762,215.834,362.163,74.522,15.431,85.068,19.465,0.794,636670,624728,10889
delhi,2021-02-13,11320,2234,8.92,3.8,0.453,18.022,2.167,69.794,57.996,58.492,84.515,27.607,175.84,299.211,75.57,12,85.312,19.022,0.763,636796,624866,10889
delhi,2021-02-14,11320,2234,8.92,3.8,0.453,18.408,2.341,71.995,93.485,61.053,116.156,33.842,179.819,322.49,69.153,13.882,94.772,19.842,0.747,636946,625024,10891
delhi,2021-02-15,11320,2234,8.92,3.8,0.453,19.72,2.068,70.169,79.673,61.957,105.783,30.452,161.496,300.489,65.366,14.009,97.414,20.761,0.802,637087,625158,10893
delhi,2021-02-16,11320,2234,8.92,3.8,0.453,19.798,1.733,64.533,51.793,61.693,81.188,31.934,169.989,317.172,62.949,17.245,93.262,20.233,0.824,637181,625268,10894
delhi,2021-02-17,11320,2234,8.92,3.8,0.453,19.024,1.988,61.145,80.129,64.011,105.699,27.407,162.409,318.725,65.291,16.025,96.902,20.537,0.786,637315,625343,10894
delhi,2021-02-18,11320,2234,8.92,3.8,0.453,18.866,1.918,57.006,75.447,60.919,102.601,27.526,155.053,297.787,66.014,14.816,95.567,18.947,0.78,637445,625496,10896
delhi,2021-02-19,11320,2234,8.92,3.8,0.453,18.428,1.804,57.296,59.396,57.903,87.003,23.244,161.654,293.404,71.525,13.637,94.455,19.976,0.957,637603,625653,10897
delhi,2021-02-20,11320,2234,8.92,3.8,0.453,18.33,1.658,52.283,47.202,52.2,72.994,23.191,112.936,220.467,68.68,13.477,106.904,19.552,1.024,637755,625832,10898
delhi,2021-02-21,11320,2234,8.92,3.8,0.453,19.035,1.528,51.994,40.992,55.885,69.239,30.032,159.278,292.931,62.302,16.945,107.684,20.751,1.133,637900,625929,10900
delhi,2021-02-22,11320,2234,8.92,3.8,0.453,20.24,1.57,55.23,50.616,55.99,78.423,25.438,136.672,277.503,60.763,16.952,110.536,21.148,1.214,638028,626086,10901
delhi,2021-02-23,11320,2234,8.92,3.8,0.453,21.469,1.901,57.556,78.686,63.487,104.066,26.667,123.112,284.944,54.313,19.455,108.4,22.999,0.952,638173,626216,10903
delhi,2021-02-24,11320,2234,8.92,3.8,0.453,21.873,2.302,66.504,112.16,68.672,138.506,26.468,146.263,337.768,56.315,21.46,110.332,22.788,0.931,638373,626331,10905
delhi,2021-02-25,11320,2234,8.92,3.8,0.453,22.608,1.784,58.621,84.991,59.086,107.592,27.081,137.229,306.957,57.912,18.424,106.15,24.35,1.119,638593,626519,10905
delhi,2021-02-26,11320,2234,8.92,3.8,0.453,23.158,1.519,52.821,50.761,50.577,72.862,24.393,105.83,259.922,56.488,19.269,116.503,25.084,1.215,638849,626712,10906
delhi,2021-02-27,11320,2234,8.92,3.8,0.453,23.67,1.297,49.633,48.383,45.704,70.253,22.528,70.533,232.118,47.783,14.644,122.366,24.211,1.193,639092,626876,10909
delhi,2021-02-28,11320,2234,8.92,3.8,0.453,23.201,1.023,46.485,26.979,44.974,49.833,30.61,76.468,220.804,45.644,18.091,122.013,23.221,1.216,639289,627044,10910
delhi,2021-03-01,11320,2234,8.92,3.8,0.453,21.162,0.958,46.363,17.525,43.615,40.898,33.723,73.057,200.799,47.245,18.252,125.137,22.287,1.588,639464,627149,10911
delhi,2021-03-02,11320,2234,8.92,3.8,0.453,21.348,0.861,44.347,11.283,36.829,31.274,41.862,67.848,197.095,45.214,18.075,119.045,22.293,2.008,639681,627227,10911
delhi,2021-03-03,11320,2234,8.92,3.8,0.453,21.663,1.487,51.541,44.543,52.245,69.071,34.7,99.41,238.322,45.717,24.741,125.161,22.45,1.336,639921,627423,10914
delhi,2021-03-04,11320,2234,8.92,3.8,0.453,22.673,2.234,58.215,104.12,71.368,133.822,33.91,133.59,315.914,51.308,23.726,117.566,22.551,0.816,640182,627566,10915
delhi,2021-03-05,11320,2234,8.92,3.8,0.453,22.364,1.208,50.232,32.788,46.724,57.19,32.275,106.468,243.609,52.295,17.664,118.014,23.324,1.653,640494,627797,10918
delhi,2021-03-06,11320,2234,8.92,3.8,0.453,22.6,1.45,46.132,40.519,48.147,64.784,34.579,100.188,232.157,50.54,19.531,124.679,23.977,1.315,640815,628117,10919
delhi,2021-03-07,11320,2234,8.92,3.8,0.453,24.365,1.491,52.74,49.323,51.285,73.291,39.99,116.569,279.686,48.521,21.998,113.464,24.825,1.368,641101,628377,10921
delhi,2021-03-08,11320,2234,8.92,3.8,0.453,24.15,1.23,51.402,11.463,41.714,35.134,38.992,101.243,245.569,54.119,16.638,107.796,24.698,1.608,641340,628686,10924
delhi,2021-03-09,11320,2234,8.92,3.8,0.453,25.036,1.238,57.166,14.7,43.04,38.919,31.843,121.565,290.488,56.633,17.208,107.838,25.372,1.425,641660,628920,10928
delhi,2021-03-10,11320,2234,8.92,3.8,0.453,24.547,1.154,50.261,28.587,47.044,54.285,28.942,68.52,174.232,51.022,17.518,114.831,25.327,0.927,642030,629199,10931
delhi,2021-03-11,11320,2234,8.92,3.8,0.453,25.007,1.532,59.414,52.992,51.165,78.236,28.517,110.268,250.783,53.609,20.083,128.934,25.466,1.023,642439,629485,10934
delhi,2021-03-12,11320,2234,8.92,3.8,0.453,23.589,1.049,51.483,26.473,42.171,49.66,23.999,73.671,195.422,47.386,14.127,90.421,24.405,1.675,642870,629841,10936
delhi,2021-03-13,11320,2234,8.92,3.8,0.453,23.273,1.266,54.816,38.406,44.29,60.931,29.753,104.309,225.982,53.11,21.231,135.791,23.931,1.108,643289,630143,10939
delhi,2021-03-14,11320,2234,8.92,3.8,0.453,23.162,1.081,48.382,25.645,39.659,47.149,28.915,93.216,197.915,53.163,19.541,144.176,23.11,1.214,643696,630493,10941
delhi,2021-03-15,11320,2234,8.92,3.8,0.453,24.047,1.074,48.018,23.36,41.429,46.413,25.982,98.664,241.916,52.572,18.884,121.146,23.827,1.269,644064,630799,10944
delhi,2021-03-16,11320,2234,8.92,3.8,0.453,24.281,1.088,44.225,24.294,40.442,46.058,21.312,115.371,320.543,52.975,19.272,123.702,24.782,1.29,644489,631056,10945
delhi,2021-03-17,11320,2234,8.92,3.8,0.453,25.114,1.199,45.422,34.383,43.261,57.928,23.818,114.672,352.16,49.451,20.939,130.459,25.685,1.092,645025,631375,10948
delhi,2021-03-18,11320,2234,8.92,3.8,0.453,24.962,1.442,48.463,54.662,49.713,79.47,25.51,123.422,354.861,49.812,19.104,118.894,25.885,0.931,645632,631759,10949
delhi,2021-03-19,11320,2234,8.92,3.8,0.453,25.977,1.168,45.332,30.37,43.894,54.366,28.749,99.791,277.23,46.092,19.19,131.53,26.39,1.108,646348,632230,10953
delhi,2021-03-20,11320,2234,8.92,3.8,0.453,24.608,1.223,47.607,36.105,43.924,58.524,30.553,110.015,256.51,49.485,21.523,139.836,25.378,1.226,647161,632797,10955
delhi,2021-03-21,11320,2234,8.92,3.8,0.453,25.703,1.266,43.432,47.738,46.077,70.231,36.281,109.083,269.455,48.51,22.044,133.785,26.448,1.173,647984,633410,10956
delhi,2021-03-22,11320,2234,8.92,3.8,0.453,25.282,1.138,39.204,26.915,41.176,49.276,29.884,74.228,234.528,47.346,16.851,110.155,25.544,1.599,648872,633975,10963
delhi,2021-03-23,11320,2234,8.92,3.8,0.453,23.75,1.174,48.555,35.06,42.172,56.467,19.645,71.462,263.788,47.974,16.744,94.77,24.085,1.791,649973,634595,10967
delhi,2021-03-24,11320,2234,8.92,3.8,0.453,24.474,0.871,44.224,25.682,39.529,46.293,32.755,71.09,189.305,44.785,17.315,135.593,25.754,1.305,651227,635364,10973
delhi,2021-03-25,11320,2234,8.92,3.8,0.453,22.942,0.891,41.688,21.968,33.215,39.262,31.073,56.389,147.683,50.587,13.557,143.405,23.334,1.767,652742,636267,10978
delhi,2021-03-26,11320,2234,8.92,3.8,0.453,23.636,1.048,41.848,26.586,40.293,48.01,36.588,74.46,167.546,49.408,19.006,156.669,24.033,1.485,654276,637238,10987
delhi,2021-03-27,11320,2234,8.92,3.8,0.453,25.167,1.365,47.028,54.805,52.272,79.568,33.948,97.928,225.501,49.356,20.745,149.76,26.894,0.948,655834,638212,10997
delhi,2021-03-28,11320,2234,8.92,3.8,0.453,27.08,1.321,50.819,55.311,52.611,78.511,39.903,104.966,234.932,47.433,18.791,196.05,27.462,1.006,657715,639164,11006
delhi,2021-03-29,11320,2234,8.92,3.8,0.453,28.948,1.353,46.038,41.953,43.032,61.179,38.579,83.723,207.123,38.488,16.903,122.424,29.04,1.045,659619,640575,11012
delhi,2021-03-30,11320,2234,8.92,3.8,0.453,27.752,1.105,49.509,37.067,36.591,50.144,37.262,97.45,312.86,39.81,14.016,140.692,28.274,1.907,660611,642166,11016
delhi,2021-03-31,11320,2234,8.92,3.8,0.453,26.972,0.737,38.647,21.166,31.61,29.539,44.255,57.227,213.034,31.984,14.282,165.368,27.814,2.013,662430,642565,11027
delhi,2021-04-01,11320,2234,8.92,3.8,0.453,26.125,0.779,34.752,12.908,33.46,27.179,41.02,51.489,210.772,26.298,18.246,161.688,25.937,2.141,665220,643686,11036
delhi,2021-04-02,11320,2234,8.92,3.8,0.453,25.656,0.982,37.033,20.027,45.618,40.05,33.81,66.593,182.829,27.518,22.69,171.241,26.73,1.378,668814,645770,11050
delhi,2021-04-03,11320,2234,8.92,3.8,0.453,25.61,1.185,40.997,32.978,52.388,56.46,37.714,64.783,172.536,27.688,19.603,169.788,25.453,1.013,672381,648674,11060
delhi,2021-04-04,11320,2234,8.92,3.8,0.453,27.003,1.212,46.465,34.739,53.063,57.822,36.076,77.554,199.86,30.535,22.776,168.748,27.277,1.167,676414,651351,11081
delhi,2021-04-05,11320,2234,8.92,3.8,0.453,29.31,1.399,49.614,39.214,63.882,60.354,40.879,89.222,233.741,31.161,25.18,143.324,30.469,0.987,679962,654287,11096
delhi,2021-04-06,11320,2234,8.92,3.8,0.453,29.462,1.355,57.699,26.626,56.162,53.888,51.311,119.145,306.69,35.622,24.952,141.518,29.001,1.21,685062,656617,11113
delhi,2021-04-07,11320,2234,8.92,3.8,0.453,28.758,0.987,47.078,23.544,39.281,41.759,45.923,72.735,233.347,35.979,15.247,150.921,28.255,1.452,690568,659980,11133
delhi,2021-04-08,11320,2234,8.92,3.8,0.453,27.571,1.062,38.615,29.756,43.093,50.701,41.242,58.348,168.429,31.692,16.75,181.96,27.466,1.269,698005,663667,11157
delhi,2021-04-09,11320,2234,8.92,3.8,0.453,27.782,1.237,37.511,40.236,46.828,63.5,37.767,65.011,184.095,28.528,17.42,179.753,28.86,1.31,706526,668699,11196
delhi,2021-04-10,11320,2234,8.92,3.8,0.453,28.461,1.196,39.622,34.138,52.791,61.961,35.423,68.007,192.419,27.78,19.145,171.995,29.846,1.078,714423,674415,11235
delhi,2021-04-11,11320,2234,8.92,3.8,0.453,29.7,1.193,40.374,39.598,50.09,66.089,37.822,77.637,211.91,28.565,22.64,176.554,30.047,1.113,725197,679573,11283
delhi,2021-04-12,11320,2234,8.92,3.8,0.453,30.019,1.342,43.803,44.425,54.048,72.772,36.405,103.806,263.828,30.863,23.778,162.577,28.979,0.962,736688,687238,11355
delhi,2021-04-13,11320,2234,8.92,3.8,0.453,30.366,1.245,42.843,37.56,46.64,63.34,35.635,94.472,256.086,31.532,24.618,162.25,30.703,1.191,750156,695210,11436
delhi,2021-04-14,11320,2234,8.92,3.8,0.453,31.278,1.007,38.462,21.645,39.847,45.048,37.92,69.241,213.669,29.66,19.603,166.259,30.508,1.282,767438,705162,11540
delhi,2021-04-15,11320,2234,8.92,3.8,0.453,31.188,1.125,37.557,26.25,44.88,51.545,33.614,82.301,258.203,28.531,20.603,157.059,30.937,1.243,784137,718176,11652
delhi,2021-04-16,11320,2234,8.92,3.8,0.453,29.013,1.09,40.977,24.846,41.111,47.67,33.492,91.432,281.6,38.713,19.563,139.436,28.432,1.365,803623,730825,11793
delhi,2021-04-17,11320,2234,8.92,3.8,0.453,27.221,0.881,46.84,14.438,28.384,30.94,31.32,50.763,118.503,47.173,12.614,188.103,25.836,1.394,827998,746239,11960
delhi,2021-04-18,11320,2234,8.92,3.8,0.453,29.007,0.989,44.106,14.474,31.818,33.425,43.116,70.078,181.783,40.337,17.131,195.398,28.212,1.065,853460,766398,12121
delhi,2021-04-19,11320,2234,8.92,3.8,0.453,29.988,1.158,41.629,24.997,45.137,43.927,37.318,77.885,221.764,34.902,17.633,198.405,30.303,1.175,877146,787898,12361
delhi,2021-04-20,11320,2234,8.92,3.8,0.453,27.722,0.851,36.955,11.267,35.294,27.102,41.585,67.967,205.68,35.735,22.042,109.284,27.447,1.622,905541,807328,12638
delhi,2021-04-21,11320,2234,8.92,3.8,0.453,26.799,0.825,39.574,9.502,26.187,19.663,40.539,49.613,117.658,45.803,14.519,191.161,25.786,1.354,930179,831928,12887
delhi,2021-04-22,11320,2234,8.92,3.8,0.453,27.376,0.816,37.517,8.445,28.508,19.974,50.285,51.115,141.912,44.886,13.436,188.306,26.62,1.38,956348,851537,13193
delhi,2021-04-23,11320,2234,8.92,3.8,0.453,26.492,0.851,37.762,8.906,27.751,19.749,45.359,48.278,136.809,45.456,14.494,148.856,25.55,1.991,980679,875109,13541
delhi,2021-04-24,11320,2234,8.92,3.8,0.453,27.004,0.866,32.849,12.402,33.249,24.942,42.514,49.324,124.564,38.371,13.981,201.327,26.07,1.516,1004782,897804,13898
delhi,2021-04-25,11320,2234,8.92,3.8,0.453,28.2,1.148,34.482,18.338,37.939,34.79,42.665,90.099,195.862,35.743,18.762,197.682,27.637,1.339,1027715,918875,14248
delhi,2021-04-26,11320,2234,8.92,3.8,0.453,29.607,1.49,36.769,35.283,48.961,56.434,43.459,148.792,274.281,33.206,27.656,182.081,30.861,0.959,1047916,940930,14628
delhi,2021-04-27,11320,2234,8.92,3.8,0.453,31.164,1.742,40.943,47.046,52.244,70.189,44.833,156.54,314.481,33.994,27.019,171.503,30.413,1.009,1072065,958792,15009
delhi,2021-04-28,11320,2234,8.92,3.8,0.453,32.506,1.486,41.622,30.092,49.82,52.509,40.513,181.147,346.474,31.477,31.13,165.393,31.772,1.016,1098051,982922,15377
delhi,2021-04-29,11320,2234,8.92,3.8,0.453,32.638,1.196,38.061,18.014,41.56,36.447,46.763,147.058,343.585,31.598,23.8,161.626,31.94,1.162,1122286,1008537,15772
delhi,2021-04-30,11320,2234,8.92,3.8,0.453,31.883,1.235,37.277,16.276,40.809,34.692,49.635,113.453,319.243,34.273,21.588,154.075,31.311,1.067,1149333,1033825,16147
delhi,2021-05-01,11320,2234,8.92,3.8,0.453,32.253,1.032,38.025,11.145,32.659,25.21,55.64,75.891,229.189,34.064,14.69,149.275,31.648,1.137,1174552,1061246,16559
delhi,2021-05-02,11320,2234,8.92,3.8,0.453,31.713,1.058,40.09,13.814,34.648,28.779,39.271,71.843,205.109,35.175,14.397,158.48,30.705,1.173,1194946,1085690,16966
delhi,2021-05-03,11320,2234,8.92,3.8,0.453,31.839,1.105,37.2,15.824,32.758,29.129,33.489,89.971,272.716,36.063,15.51,169.118,30.73,1.073,1212989,1105983,17414
delhi,2021-05-04,11320,2234,8.92,3.8,0.453,32.743,1.022,37.331,17.95,36.212,32.978,35.926,66.794,185.594,34.297,13.98,155.035,31.731,1.084,1232942,1124771,17752
delhi,2021-05-05,11320,2234,8.92,3.8,0.453,31.494,1.09,40.893,13.51,29.225,26.777,53.502,67.772,186.979,41.373,15.075,162.863,30.896,1.448,1253902,1143980,18063
delhi,2021-05-06,11320,2234,8.92,3.8,0.453,29.254,1.016,47.793,13.733,26.834,25.263,46.023,59.756,156.675,50.718,11.418,149.719,28.407,1.753,1273035,1164008,18398
delhi,2021-05-07,11320,2234,8.92,3.8,0.453,28.689,1.052,47.258,15.791,33.557,30.272,45.942,62.96,133.616,50.394,13.243,177.048,27.474,1.024,1292867,1183093,18739
delhi,2021-05-08,11320,2234,8.92,3.8,0.453,30.726,1.124,49.405,21.004,37.886,38.117,46.186,74.869,152.028,44.07,12.824,184.215,30.08,0.921,1310231,1203253,19071
delhi,2021-05-09,11320,2234,8.92,3.8,0.453,30.626,0.96,46.473,15.833,30.685,29.753,53.557,59.644,134.715,44.233,11.485,154.772,29.568,1.3,1323567,1217991,19344
delhi,2021-05-10,11320,2234,8.92,3.8,0.453,30.237,1.146,45.254,14.32,34.435,30.462,48.442,54.115,130.995,45.59,11.042,148.537,28.707,1.437,1336218,1231297,19663
delhi,2021-05-11,11320,2234,8.92,3.8,0.453,31.214,0.994,49.513,14.313,28.183,26.861,52.065,57.319,137.74,43.156,11.454,171.806,30.601,1.36,1348699,1244880,20010
delhi,2021-05-12,11320,2234,8.92,3.8,0.453,30.524,0.919,42.427,15.44,28.114,28.045,43.677,43.527,140.392,42.422,11.016,161.599,29.22,1.489,1361986,1258951,20310
delhi,2021-05-13,11320,2234,8.92,3.8,0.453,28.117,0.96,42.679,13.54,26.664,25.058,40.626,40.067,96.285,52.534,10.298,176.851,26.782,1.709,1372475,1274140,20618
delhi,2021-05-14,11320,2234,8.92,3.8,0.453,29.906,0.959,47.509,13.549,26.95,25.109,47.925,47.464,114.234,48.502,10.252,186.15,28.707,1.17,1380981,1288280,20907
delhi,2021-05-15,11320,2234,8.92,3.8,0.453,29.332,1.03,43.102,17.57,33.402,31.976,39.036,51.686,177.767,43.836,11.744,154.017,28.734,1.243,1387411,1299872,21244
delhi,2021-05-16,11320,2234,8.92,3.8,0.453,30.77,1.188,41.128,22.427,37.801,39.803,48.296,66.588,151.189,39.945,16.997,184.273,30.258,0.911,1393867,1309578,21506
delhi,2021-05-17,11320,2234,8.92,3.8,0.453,31.429,1.298,44.313,27.721,49.925,52.503,38.699,83.094,189.288,41.004,14.854,86.868,30.205,0.972,1398391,1320496,21846
delhi,2021-05-18,11320,2234,8.92,3.8,0.453,27.845,0.845,42.961,15.989,30.431,29.046,25.726,32.512,91.007,55.225,9.203,63.106,26.718,1.412,1402873,1329899,22111
delhi,2021-05-19,11320,2234,8.92,3.8,0.453,23.413,0.895,47.537,13.447,27.394,24.141,19.867,41.283,78.478,80.296,8.686,47.224,22.317,1.564,1406719,1339326,22346
delhi,2021-05-20,11320,2234,8.92,3.8,0.453,25.97,0.967,51.837,12.782,27.165,23.301,29.121,45.463,87.05,71.253,8.644,159.553,24.644,1.605,1409950,1347157,22579
delhi,2021-05-21,11320,2234,8.92,3.8,0.453,26.212,0.985,47.255,12.593,30.729,25.057,29.03,38.223,80.771,69.23,8.491,153.57,25.407,1.416,1412959,1354445,22831
delhi,2021-05-22,11320,2234,8.92,3.8,0.453,28.298,0.948,42.837,15.728,30.378,27.819,41.774,39.757,87.64,56.58,8.84,221.277,26.994,1.283,1415219,1360898,23013
